Year,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Bolivia (Plurinational State of),Brazil,Barbados,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Côte d'Ivoire,Cameroon,D.R. of the Congo,Congo,Colombia,Comoros,Cabo Verde,Costa Rica,Czechoslovakia,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,Egypt,Spain,Estonia,Ethiopia,Finland,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,Gambia,Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,"China, Hong Kong SAR",Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iran (Islamic Republic of),Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyzstan,Cambodia,Republic of Korea,Kuwait,Lao People's DR,Lebanon,Liberia,Libya,Saint Lucia,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Republic of Moldova,Madagascar,Mexico,TFYR of Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Poland,Puerto Rico,D.P.R. of Korea,Portugal,Paraguay,State of Palestine,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan (Former),Senegal,Singapore,Sierra Leone,El Salvador,Serbia,Sao Tome and Principe,Former USSR,Slovakia,Slovenia,Sweden,Swaziland,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Trinidad and Tobago,Tunisia,Turkey,"Taiwan, Province of China",U.R. of Tanzania: Mainland,Uganda,Ukraine,Uruguay,United States,Uzbekistan,Venezuela (Bolivarian Republic of),Viet Nam,Yemen,Former Yugoslavia,South Africa,Zambia,Zimbabwe
1880,,,,,,,2197,4941,,,5541,,,,,,,,,11794,,,,4384,2839,2264,368000,,,,,,,,,,,,,43500,,,2081,,,,,16859,,,2047,39045,,34623,,,,,,,4049,,,,,,,36203,257200,5203,,,,,29534,,,36807,,,,,,,,,,,,3021,,,,,,,,10399,,,,,,,,,,,,,,,,4043,1919,,520,,,,,,,,,4610,,,,,,,,,,,,,,,,,,4572,,,,,,,,,,,,,,,,464,50458,,1952,,,,,,
1881,,,,,,,2269,4985,,,5606,,,,,,,,,12015,,,,4451,2853,2298,369183,,,,,,,,,,,,,43827,,,2101,,,,,16951,,,2072,39191,,34935,,,,,,,4090,,,,,,,36577,259359,5146,,,,,29672,,,37112,,,,,,,,,,,,3044,,,,,,,,10524,,,,,,,,,,,,,,,,4079,1923,,539,,,,,,,,,4651,,,,,,,,,,,,,,,,,,4570,,,,,,,,,,,,,,,,482,51743,,1986,,,,,,
1882,,,,,,,2348,5030,,,5673,,,,,,,,,12240,,,,4503,2863,2331,370369,,,,,,,,,,,,,44112,,,2120,,,,,17043,,,2098,39337,,35206,,,,,,,4132,,,,,,,37259,261536,5101,,,,,29898,,,37414,,,,,,,,,,,,3073,,,,,,,,10652,,,,,,,,,,,,,,,,4130,1920,,555,,,,,,,,,4691,,,,,,,,,,,,,,,,,,4576,,,,,,,,,,,,,,,,502,53027,,2019,,,,,,
1883,,,,,,,2447,5075,,,5740,,,,,,,,,12470,,,,4560,2874,2365,371560,,,,,,,,,,,,,44404,,,2137,,,,,17136,,,2130,39472,,35450,,,,,,,4174,,,,,,,37646,263732,5024,,,,,30113,,,37766,,,,,,,,,,,,3107,,,,,,,,10781,,,,,,,,,,,,,,,,4180,1919,,574,,,,,,,,,4732,,,,,,,,,,,,,,,,,,4591,,,,,,,,,,,,,,,,522,54311,,2052,,,,,,
1884,,,,,,,2556,5121,,,5807,,,,,,,,,12703,,,,4617,2885,2400,372754,,,,,,,,,,,,,44777,,,2160,,,,,17230,,,2164,39629,,35724,,,,,,,4217,,,,,,,38039,265946,4975,,,,,30366,,,38138,,,,,,,,,,,,3144,,,,,,,,10912,,,,,,,,,,,,,,,,4226,1929,,598,,,,,,,,,4773,,,,,,,,,,,,,,,,,,4624,,,,,,,,,,,,,,,,543,55595,,2083,,,,,,
1885,,,,,,,2650,5166,,,5876,,,,,,,,,12941,,,,4666,2896,2434,373952,,,,,,,,,,,,,45084,,,2186,,,,,17323,,,2195,39733,,36015,,,,,,,4260,,,,,,,38439,268179,4939,,,,,30644,,,38427,,,,,,,,,,,,3170,,,,,,,,11044,,,,,,,,,,,,,,,,4276,1944,,614,,,,,,,,,4815,,,,,,,,,,,,,,,,,,4664,,,,,,,,,,,,,,,,564,56879,,2113,,,,,,
1886,,,,,,,2741,5212,,,5919,,,,,,,,,13183,,,,4711,2907,2469,375154,,,,,,,,,,,,,45505,,,2213,,,,,17418,,,2224,39858,,36313,,,,,,,4303,,,,,,,38844,270430,4906,,,,,30857,,,38622,,,,,,,,,,,,3194,,,,,,,,11178,,,,,,,,,,,,,,,,4326,1958,,626,,,,,,,,,4857,,,,,,,,,,,,,,,,,,4700,,,,,,,,,,,,,,,,587,58164,,2129,,,,,,
1887,,,,,,,2835,5257,,,5962,,,,,,,,,13430,,,,4760,2918,2503,376359,,,,,,,,,,,,,46001,,,2237,,,,,17513,,,2259,39889,,36598,,,,,,,4347,,,,,,,39257,272700,4857,,,,,31049,,,38866,,,,,,,,,,,,3221,,,,,,,,11313,,,,,,,,,,,,,,,,4378,1970,,640,,,,,,,,,4899,,,,,,,,,,,,,,,,,,4726,,,,,,,,,,,,,,,,610,59448,,2147,,,,,,
1888,,,,,,,2932,5303,,,6007,,,,,,,,,13682,,,,4813,2929,2538,377569,,,,,,,,,,,,,46538,,,2257,,,,,17600,,,2296,39920,,36881,,,,,,,4392,,,,,,,39675,274990,4801,,,,,31243,,,39251,,,,,,,,,,,,3261,,,,,,,,11450,,,,,,,,,,,,,,,,4432,1977,,649,,,,,,,,,4942,,,,,,,,,,,,,,,,,,4741,,,,,,,,,,,,,,,,635,60732,,2173,,,,,,
1889,,,,,,,3022,5348,,,6051,,,,,,,,,13938,,,,4865,2940,2573,378783,,,,,,,,,,,,,47083,,,2276,,,,,17678,,,2331,40004,,37178,,,,,,,4437,,,,,,,40100,277298,4757,,,,,31468,,,39688,,,,,,,,,,,,3311,,,,,,,,11589,,,,,,,,,,,,,,,,4485,1984,,656,,,,,,,,,4985,,,,,,,,,,,,,,,,,,4761,,,,,,,,,,,,,,,,660,62016,,2198,,,,,,
1890,,,726,,3376,,3107,5394,,,6096,,,,3445,,,,,14199,,,,4918,2951,2608,380000,,,,,3369,,,,11253,,,,47607,,,2294,,,,,17757,,,2364,40014,,37485,,,,,,,4482,,185,,,,6622,40532,279626,4718,,,,,31702,,,40077,,,,,9848,,,,,,,3343,,,,,,,,11729,,,,7489,,,,,,,1585,,,,,4535,1997,5192,665,,,,3346,6476,22854,,,5028,,,,10373,,,,,,157,,,,,110664,,,4780,,,,,,6670,,,,,,2500,,,,686,63302,,2224,,,9690,,,
1891,,,,,,,3196,5446,,,6164,,,,,,,,,14539,,,,4972,2965,2643,381979,,,,,,,,,,,,,48129,,,2311,,,,,17836,,,2394,39983,,37802,,,,,,,4528,,,,,,,40955,280110,4680,,,,,31892,,,40380,,,,,,,,,,,,3404,,,,,,,,11904,,,,,,,,,,,,,,,,4585,2013,,674,,,,,,,,,5068,,,,,,,,,,,,,,,,,,4794,,,,,,,,,,,,,,,,706,64612,,2255,,,,,,
1892,,,,,,,3274,5504,,,6231,,,,,,,,,14886,,,,5022,3002,2678,383969,,,,,,,,,,,,,48633,,,2327,,,,,17916,,,2451,39993,,38134,,,,,,,4574,,,,,,,41384,280594,4634,,,,,32091,,,40684,,,,,,,,,,,,3470,,,,,,,,12083,,,,,,,,,,,,,,,,4632,2026,,686,,,,,,,,,5104,,,,,,,,,,,,,,,,,,4805,,,,,,,,,,,,,,,,727,65922,,2285,,,,,,
1893,,,,,,,3334,5563,,,6300,,,,,,,,,15242,,,,5072,3040,2713,385969,,,,,,,,,,,,,49123,,,2344,,,,,17996,,,2430,40014,,38490,,,,,,,4621,,,,,,,41820,281079,4607,,,,,32303,,,41001,,,,,,,,,,,,3524,,,,,,,,12263,,,,,,,,,,,,,,,,4684,2038,,705,,,,,,,,,5141,,,,,,,,,,,,,,,,,,4816,,,,,,,,,,,,,,,,748,67231,,2314,,,,,,
1894,,,,,,,3395,5622,,,6370,,,,,,,,,15607,,,,5121,3077,2748,387979,,,,,,,,,,,,,49703,,,2367,,,,,18076,,,2511,40056,,38859,,,,,,,4668,,,,,,,42262,281565,4589,,,,,32513,,,41350,,,,,,,,,,,,3584,,,,,,,,12447,,,,,,,,,,,,,,,,4743,2057,,722,,,,,,,,,5178,,,,,,,,,,,,,,,,,,4849,,,,,,,,,,,,,,,,770,68541,,2346,,,,,,
1895,,,,,,,3460,5680,,,6439,,,,,,,,,15980,,,,5169,3114,2783,390000,,,,,,,,,,,,,50363,,,2397,,,,,18157,,,2483,40098,,39221,,,,,,,4716,,,,,,,42710,282052,4560,,,,,32689,,,41775,,,,,,,,,,,,3626,,,,,,,,12663,,,,,,,,,,,,,,,,4803,2083,,735,,,,,,,,,5215,,,,,,,,,,,,,,,,,,4896,,,,,,,,,,,,,,,,792,69851,,2375,,,,,,
1896,,,,,,,3523,5739,,,6494,,,,,,,,,16362,,,,5218,3151,2818,391980,,,,,,,,,,,,,51111,,,2428,,,,,18238,,,2515,40192,,39599,,,,,,,4764,,,,,,,43174,282540,4542,,,,,32863,,,42196,,,,,,,,,,,,3693,,,,,,,,12822,,,,,,,,,,,,,,,,4866,2112,,748,,,,3470,,,,,5252,,,,,,,,,,,,,,,,,,4941,,,,,,,,,,,,,,,,815,71161,,2408,,,,,,
1897,,,,,,,3586,5798,,,6548,,,,,,,,,16753,,,,5269,3188,2853,393970,,,,,,,,,,,,,51921,,,2462,,,,,18320,,,2549,40348,,39987,,,,,,,4813,,,,,,,43645,283029,4530,,,,,33078,,,42643,,,,,,,,,,,,3752,,,,,,,,13014,,,,,,,,,,,,,,,,4935,2142,,764,,,,3513,,,,,5290,,,,,,,,,,,,,,,,,,4986,,,,,,,,,,,,,,,,839,72471,,2442,,,,,,
1898,,,,,,,3642,5856,,,6604,,,,,,,,,17154,,,,5325,3226,2889,395970,,,,,,,,,,,,,52753,,,2497,,,,,18402,,,2589,40473,,40381,,,,,,,4862,,,,,,,44121,283518,4518,,,,,33285,,,43145,,,,,,,,,,,,3820,,,,,,,,13209,,,,,,,,,,,,,,,,5003,2174,,779,,,,3558,,,,,5327,,,,,,,,,,,,,,,,,,5036,,,,,,,,,,,,2690,,,,864,73781,,2475,,,,,,
1899,,,,,,,3691,5915,,,6662,,,,,,,,,17564,,,,5383,3263,2924,397980,,,,,,,,,,,,,53592,,,2530,,,,,18484,,,2624,40546,,40773,,,,,,,4912,,,,,,,44607,284009,4502,,,,,33487,,,43626,,,,,,,,,,,,3874,,,,,,,,13406,,,,,,,,,,,,,,,,5070,2204,,794,,,,3603,,,,,5366,,,,,,,,,,,,,,,,,,5080,,,,,,,,,,,,2759,,,,889,75091,,2509,,,,,,
1900,,,800,,4693,,3741,5973,,,6719,,,,4000,,,,1696,17984,,,,5457,3300,2959,400000,,,,,3998,,,297,12142,1658,,,54388,,11,2561,,,1400,,18566,,,2646,40598,,41155,,,,,,,4962,1300,265,500,,1560,7127,45100,284500,4469,,,,,33672,720,,44103,,,,,9896,,,,,,,3912,,,,,,,,13607,,,,10174,,,,,,,2232,,,,478,5142,2230,5283,807,,,263,3648,7324,24750,959,,5404,440,,,11000,,,,,,215,,766,,,124500,,,5117,,,,,,7320,,,268,,,2794,,,,915,76391,,2542,,,11174,,,
1901,,,,,4873,,3795,6035,,,6801,,,,,,,,1710,18392,,,,5536,3341,2994,402243,,,,,4079,,,310,,1716,,,55214,,12,2594,,,1420,,18659,,,2667,40640,,41538,,,,,,,4997,1313,,511,,1583,,45575,286200,4447,,,,,33877,728,,44662,,,,,,,,,,,,4031,,,,,,,,13755,,,,10490,,,,,,,2288,,,,485,5221,2255,,824,,,269,3694,7465,,974,,5447,450,,,,,,,,,,,782,,,,,,5156,,,,,,7413,,,274,,,2877,,,,930,77888,,2576,,,,,,
1902,,,,,5060,,3850,6099,,,6903,,,,,,,,1723,18782,,,,5650,3384,3029,404498,,,,,4162,,,320,,1775,,,56104,,12,2623,,,1441,,18788,,,2686,40713,,41893,,,,,,,5032,1327,,522,,1607,,46060,288000,4435,,,,,34166,737,,45255,,,,,,,,,,,,4071,,,,,,,,13904,,,,10642,,,,,,,2345,,,,492,5305,2275,,844,,,275,3741,7609,,990,,5494,461,,,,,,,,,,,799,,,,,,5187,,,,,,7507,,,279,,,2949,,,,945,79469,,2609,,,,,,
1903,,,,,5254,,3896,6164,,,6997,,,,,,,,1737,19180,,,,5813,3428,3065,406766,,,,,4247,,,320,,1837,,,56963,,12,2653,,,1462,,18919,,,2706,40786,,42246,,,,,,,5067,1341,,533,,1631,,46552,289700,4418,,,,,34436,745,,45841,,,,,,,,,,,,4156,,,,,,,,14055,,,,10796,,,,,,,2404,,,,499,5389,2288,,867,,,281,3788,7755,,1006,,5541,472,,,,,,,,,,,816,,,,,,5210,,,,,,7602,,,285,,,2974,,,,961,80946,,2643,,,,,,
1904,,,,,5455,,3946,6228,,,7086,,,,,,,,1751,19587,,,,5994,3472,3100,409047,,,,,4334,,,330,,1879,,,57806,,13,2681,,,1483,,19050,,,2735,40859,,42611,,,,,,,5102,1355,,545,,1655,,47051,291500,4408,,,,,34715,754,,46378,,,,,,,,,,,,4233,,,,,,,,14208,,,,10953,,,,,,,2467,,,,507,5470,2297,,893,,,287,3836,7904,,1022,,5589,483,,,,,,,,,,,834,,,,,,5241,,,,,,7699,,,291,,,3023,,,,977,82485,,2690,,,,,,
1905,,,,,5664,,4004,6292,,,7175,,,,,,,,1765,20003,,,,6166,3461,3136,411340,,,,,4422,,,340,,1927,,,58644,,13,2710,,,1505,,19133,,,2762,40890,,42981,,,,,,,5138,1369,,556,,1680,,47559,293300,4399,,,,,35011,763,,46829,,,,,,,,,,,,4383,,,,,,,,14363,,,,11112,,,,,,,2532,,,,514,5551,2309,,919,,,293,3885,8056,,1039,,5637,494,,,,,,,,,,,851,,,,,,5278,,,,,,7797,,,298,,,3101,,,,993,84147,,2706,,,,,,
1906,,,,,5881,,4062,6357,,,7258,,,,,,,,1779,20427,,,,6282,3560,3172,413646,,,,,4512,,,340,,1979,,,59481,,13,2741,,,1527,,19316,,,2788,40942,,43361,,,,,,,5174,1383,,568,,1705,,48036,295100,4398,,,,,35297,772,,47227,,,,,,,,,,,,4458,,,,,,,,14519,,,,11273,,,,,,,2601,,,,522,5632,2319,,946,,,299,3934,8211,,1056,,5686,505,,,,,,,,,,,869,,,,,,5315,,,,,,7896,,,304,,,3135,,,,1009,85770,,2720,,,,,,
1907,,,,,6107,,4127,6421,,,7338,,,,,,,,1793,20860,,,,6596,3604,3208,415965,,,,,4604,,,350,,2034,,,60341,,14,2775,,,1549,,19450,,,2821,40942,,43737,,,,,,,5210,1397,,581,,1730,,48520,296900,4388,,,,,35594,781,,47691,,,,,,,,,,,,4467,,,,,,,,14676,,,,11437,,,,,,,2672,,,,529,5710,2329,,969,,,306,3984,8369,,1073,,5735,517,,,,,,,,,,,888,,,,,,5357,,,,,,7996,,,310,,,3164,,,,1026,87339,,2741,,,,,,
1908,,,,,6341,,4197,6485,,,7411,,,,,,,,1808,21303,,,,6813,3647,3244,418297,,,,,4697,,,350,,2092,,,61187,,14,2809,,,1571,,19585,,,2861,41046,,44124,,,,,,,5246,1412,,593,,1756,,49014,298700,4385,,,,,35899,790,,48260,,,,,,,,,,,,4520,,,,,,,,14836,,,,11603,,,,,,,2745,,,,537,5786,2346,,996,,,312,4034,8530,,1090,,5784,529,,,,,,,,,,,907,,,,,,5404,,,,,,8098,,,317,,,3191,,,,1043,89055,,2761,,,,,,
1909,,,,,6584,,4278,6550,,,7478,,,,,,,,1822,21754,,,,6993,3691,3280,420642,,,,,4793,,,360,,2154,,,62038,,15,2845,,,1594,,19721,,,2899,41109,,44520,,,,,,,5283,1426,,606,,1782,,49518,300500,4387,,,,,36213,799,,48869,,,,,,,,,,,,4585,,,,,,,,14997,,,,11771,,,,,,,2821,,,,545,5862,2367,,1024,,,319,4085,8694,,1108,,5834,542,,,,,,,,,,,926,,,,,,5453,,,,,,8201,,,324,,,3227,,,,1062,90845,,2780,,,,,,
1910,,,874,,6836,,4375,6614,,,7498,,,,4520,,,,1837,22216,,,,7188,3735,3317,423000,,,,,4890,,,363,12984,2219,,,62884,,15,2882,,,1617,,19858,,,2929,41224,,44916,,,,,,,5320,1441,,619,,1809,7644,50034,302100,4385,,,,,36572,808,,49518,,,,,10096,,,,,,,4668,,,,,,,,15000,,,,11942,,,,,,,2893,,,,553,5922,2384,,1045,,,326,4137,8861,26644,1126,,5884,554,,,11866,,,,,,,,946,,,,,,5499,,,,,,8305,,,331,,,3276,,,,1081,92767,,2805,,,13052,,,
1911,,,,,7098,,4500,6669,,,7517,,,,,,,,1851,22687,,,,7410,3776,3354,427662,,,,,4990,,,366,,2287,,,63852,,15,2917,,,1641,,19994,,,2962,41307,,45268,,,,,,,5355,1456,,632,,1836,,50563,303100,4381,,,,,36917,818,,50215,,,,,10258,,,,,,,4757,,,,,,,,14990,,,,12115,,,,,,,2967,,,,561,5984,2401,,1067,,,333,4189,9032,,1144,,5935,567,,,,,,,,,,,966,,,,,,5542,,,,,,8431,,,338,,,3345,,,,1112,94234,,2834,,,,,,
1912,,,,,7370,,4661,6724,,,7590,,,,,,,,1866,23168,,,,7602,3819,3392,432375,,,,,5091,,,369,,2358,,,64457,,16,2951,,,1665,,20128,,,2998,41359,,45426,,,,,,,5390,1470,,646,,1863,,51106,303400,4368,,,,,37150,827,,50941,,,,,10422,,,,,,,4784,,,,,,,,14980,,,,12220,,,,,,,3025,,,,570,6068,2423,,1092,,,341,4242,9206,,1162,,5964,580,,,,,,,,,,,987,,,,,,5583,,,,,,8559,,,345,,,3411,,,,1144,95703,,2856,,,,,,
1913,5730,,898,,7653,,4821,6767,,,7666,,,,4720,,,,1881,23660,,,,7852,3864,3431,437140,,,,,5195,,,372,13245,2431,,,65058,,16,2983,,5497,1689,12144,20263,,,3027,41463,,45649,,2043,,,,,5425,1486,422,660,,1891,7840,51637,303700,4346,10994,2613,,,37248,837,348,51672,,,,3070,10589,,1387,649,,,,4811,,,,,5111,,,14970,,,,12326,,725,,,,,3084,,,,578,6164,2447,5639,1122,444,,348,4295,9384,26710,1181,4897,5972,594,708,,12527,,,2676,,,323,,1008,,,156192,,,5621,,,1994,,,8689,,,352,1870,15000,3477,,,,1177,97606,,2874,19339,3284,13590,6153,,
1914,,,,,7885,,4933,6806,,,7723,,,,,,,,1915,24161,,,,8093,3897,3470,441958,,,,,5330,,,390,,2507,,,66096,,17,3018,,,1703,,20398,,,3053,41476,,46049,,,,,,,5463,1501,439,668,,1923,,52178,304000,4334,,,,,37526,840,,52396,,,,,10764,,,,,,,4838,,,,,,,,14960,,,,12433,,,,,,,3144,,,,580,6277,2472,,1143,,,365,4350,9565,,1199,,5980,608,,,,,,,,,331,,1030,,,,,,5659,,,,,,8822,,,357,,,3529,,,,1223,99505,,2899,,,,,,
1915,,,,,8072,,4971,6843,,,7759,,,,,,,,1951,24674,,,,8191,3883,3509,446829,,,,,5468,,,390,,2585,,,66230,,17,3055,,,1717,,20535,,,3083,40481,,46340,,,,,,,5502,1517,457,677,,1955,,52729,304200,4278,,,,,37982,842,,53124,,,,,10911,,,,,,,4905,,,,,,,,14950,,,,12541,,,,,,,3207,,,,595,6395,2498,,1152,,,383,4405,9749,,1217,,5988,622,,,,,,,,,341,,1052,,,,,,5696,,,,,,8957,,,362,,,3545,,,,1246,100941,,2918,,,,,,
1916,,,,,8226,,4955,6825,,,7762,,,,,,,,1986,25197,,,,8214,3883,3550,451753,,,,,5609,,,400,,2664,,,66076,,18,3092,,,1731,,20673,,,3105,39884,,46514,,,,,,,5541,1533,476,685,,1988,,53290,304500,4273,,,,,38142,845,,53815,,,,,11086,,,,,,,4971,,,,,,,,14940,,,,12650,,,,,,,3271,,,,604,6516,2522,,1155,,,402,4460,9937,,1235,,5996,637,,,,,,,,,351,,1074,,,,,,5735,,,,,,9094,,,367,,,3569,,,,1269,102364,,2929,,,,,,
1917,,,,,8374,,4950,6785,,,7729,,,,,,,,2023,25732,,,,8277,3888,3592,456732,,,,,5754,,,400,,2746,,,65763,,18,3130,,,1746,,20811,,,3124,39288,,46614,,,,,,,5580,1549,496,694,,2021,,53856,304800,4273,,,,,37981,847,,54437,,,,,11263,,,,,,,5040,,,,,,,,14930,,,,12760,,,,,,,3337,,,,613,6654,2551,,1152,,,422,4517,10128,,1254,,6005,652,,,,,,,,,360,,1098,,,,,,5779,,,,,,9232,,,373,,,3616,,,,1292,103817,,2944,,,,,,
1918,,,,,8518,,5032,6727,,,7660,,,,,,,,2060,26277,,,,8374,3880,3634,461766,,,,,5903,,,410,,2828,,,65237,,18,3165,,,1760,,20950,,,3125,38542,,46575,,,,,,,5620,1565,517,702,,2055,,53910,305100,4280,,,,,37520,850,,54886,,,,,11443,,,,,,,5109,,,,,,,,14920,,,,12871,,,,,,,3404,,,,622,6752,2578,,1156,,,442,4574,10323,,1273,,6013,667,,,,,,,,,370,,1121,,,,,,5807,,,,,,9418,,,378,,,3638,,,,1316,104958,,2958,,,,,,
1919,,,,,8672,,5193,6420,,,7628,,,,,,,,2098,26835,,,,8548,3869,3678,466855,,,,,6056,,,420,,2912,,,60547,,19,3202,,,1774,,21091,,,3117,38700,,46534,,,,,,,5660,1581,539,711,,2089,,54438,305300,4352,,,,,37250,852,,55253,,,,,11627,,,,,,,5179,,,,,,,,14910,,,,12893,,,,,,,3473,,,,631,6805,2603,,1195,,,464,4631,10522,,1292,,6021,683,,,,,,,,,380,,1145,,,,,,5830,,,,,,9608,,,383,,,3681,,,,1341,105473,,2973,,,,,,
1920,,,932,,8861,,5358,6455,,,7552,,,,5072,,,,2136,27404,,,,8798,3877,3723,472000,,,,,6213,,,420,12979,2997,,,60894,,19,3242,,,1790,,21232,,,3133,39000,,46821,,,,,,,5700,1597,561,720,,2124,7950,54993,305600,4361,,,,,37398,855,,55818,,,,,11804,,,,,,,5250,,,,,,,,14900,,,,13096,,,,,,,3545,,,,640,6848,2635,,1241,,,487,4690,10725,23968,1312,,6029,699,,,12340,,,,,,391,,1170,,,154607,,,5876,,,,,,9802,,,389,,,3721,,,,1371,106881,,2992,,,12422,,,
1921,,,937,,9092,,5461,6504,,,7504,,,,5148,,,,2161,27969,,,,9028,3876,3769,473673,,,,,6374,,,430,13008,3083,,,61573,,20,3285,,,1805,,21411,,,3170,39240,,44072,,,,,,,5837,1614,541,740,,2152,8029,55601,307300,3096,,,,,37691,860,,56490,,,,,12040,,,,,,,5304,,,,,,,,14895,,,,13212,,,,,,,3618,,,,640,6921,2668,,1275,,,489,4764,10932,24330,1336,,6071,715,,,12479,,,,,,418,,1190,,,152836,,,5929,,,,,,10000,,,367,,,3786,,,,1402,108964,,3008,,,12607,,,
1922,,,942,,9368,,5574,6528,,,7571,,,,5255,,,,2186,28542,,,,9159,3874,3817,475352,,,,,6539,,,430,13159,3170,,,61900,,21,3322,,,1820,,21628,,,3210,39420,,44372,,,,,,,5890,1631,553,770,,2181,8103,56220,310400,3002,,,,,38086,879,,57209,,,,,12281,,,,,,,5367,,,,,,,,15129,,,,13351,,,,,,,3698,,,,650,7032,2695,,1304,,,491,4838,11143,24935,1359,,6146,732,,,12666,,,,,,436,,1220,,,152403,,,5971,,,,,,10202,,,371,,,3844,,,,1433,110484,,3025,,,12796,,,
1923,,,947,,9707,,5697,6543,,,7635,,,,5365,,,,2212,29126,,,,9256,3883,3866,477037,,,,,6709,,,440,13293,3257,,,62307,,21,3356,,,1835,,21847,,,3243,39880,,44596,,,,,,,6010,1648,579,800,,2209,8173,56847,313600,3014,,,,,38460,891,,57937,,,,,12526,,,,,,,5426,,,,,,,,15367,,,,13491,,,,,,,3779,,,,650,7150,2713,,1326,,,493,4914,11358,25569,1383,,6223,749,,,12843,,,,,,458,,1240,,,153055,,,5997,,,,,,10435,,,376,,13877,3904,,,,1465,112387,,3049,,,12987,,,
1924,,,952,,10054,,5819,6562,,,7707,,,,5476,,,,2237,29723,,,,9394,3896,3917,478728,,,,,6882,,,450,13413,3345,,,62697,,22,3389,,,1850,,22069,,,3272,40310,,44915,,,,,,,6000,1665,603,820,,2239,8232,57486,316700,3005,,,,,38810,900,,58686,,,,,12777,,,,,,,5452,,,,,,,,15609,,,,13633,,,,,,,3863,,,,660,7264,2729,,1350,,,495,4992,11577,25992,1407,,6300,767,,,13020,,,,,,469,,1270,,,155581,,,6021,,,,,,10673,,,379,,13968,3959,,,,1498,114558,,3077,,,13180,,,
1925,,,956,,10358,,5943,6582,,,7779,,,,5590,,,,2263,30332,,,,9549,3910,3970,480425,,,,,7061,,,460,13537,3432,,,63166,,23,3425,,,1865,,22292,,,3304,40610,,45059,,,,,,,5958,1682,628,850,,2268,8299,58135,319900,2985,,,,,39165,910,,59522,,,,,13005,,,,,,,5505,,,,,,,,15854,,,,13776,,,,,,,3949,,,,660,7366,2747,,1382,,,497,5070,11800,26425,1431,,6378,785,,,13209,,,,,,492,,1300,,,158983,,,6045,,,,,,10916,,,382,,14059,4048,,,,1534,116284,,3114,,,13378,,,
1926,,,962,,10652,,6064,6603,,,7844,,,,5705,,,,2289,30953,,,,9713,3932,4025,482128,,,,,7243,,,470,13644,3519,,,63630,,24,3452,,,1881,,22518,,,3339,40870,,45232,,,,,,,6042,1699,615,880,,2298,8383,58807,323200,2971,,,,,39502,930,,60490,,,,,13179,,,,,,,5545,,,,,,,,16103,,,,13921,,,,,,,4038,,,,670,7471,2763,,1412,,,499,5150,12026,26815,1455,,6457,803,,,13399,,,,,,511,,1330,,,162621,,,6064,,,,,,11165,,,385,,14151,4140,,,,1571,117857,,3152,,,13578,,,
1927,,,967,,10965,,6188,6623,,,7904,,,,5798,,,,2316,31587,,,,9905,3956,4081,483837,,,,,7431,,,470,13728,3606,,,64023,,25,3475,,,1896,,22747,,,3368,40940,,45389,,,,,,,6127,1717,628,890,,2328,8454,59501,326400,2957,,,,,39848,946,,61430,,,,,13356,,,,,,,5591,,,,,,,,16356,,,,14067,,,,,,,4128,,,,670,7576,2775,,1437,,,502,5230,12305,27148,1478,,6538,822,,,13574,,,,,,532,,1350,,,166117,,,6081,,,,,,11419,,,388,,14250,4232,,,,1608,119502,,3185,,,13780,,,
1928,,,972,,11282,,6304,6643,,,7968,,,,5873,,,,2343,32234,,,,10107,3988,4140,485552,,,,,7624,,,480,13807,3693,,,64393,,26,3497,,,1912,,22977,,,3396,41050,,45578,,,,,,,6205,1735,652,910,,2359,8520,60250,329700,2944,,,,,40186,966,,62361,,,,,13535,,,,,,,5730,,,,,,,,16613,,,,14215,,,,,,,4221,,,,670,7679,2785,,1454,,,504,5312,12543,27509,1502,,6619,841,,,13760,,,,,,553,,1390,,,169269,,,6097,,,,,,11734,,,392,,14476,4330,,,,1646,120971,,3221,,,13986,,,
